,name,rounds,scoring_avg,avg_drive,fwy%,gir%,sg_putt,sg_t2g,sg_tot,top_10,wins,year,money,points
1135,Aaron Watkins,46.0,71.77,277.1,63.03,62.25,0.402,-0.991,-0.589,1,0,2013,217495,126
1136,Adam Scott,61.0,69.3,297.8,61.84,68.8,-0.027,1.337,1.31,6,2,2013,4892611,2278
1137,Alistair Presnell,59.0,71.951,284.6,58.01,62.28,-0.02,-1.01,-1.03,0,0,2013,163134,140
1138,Andres Romero,63.0,71.256,293.1,57.35,61.3,0.117,-0.317,-0.2,2,0,2013,718507,430
1139,Andrew Svoboda,46.0,71.747,290.1,60.91,65.91,0.067,-0.629,-0.562,0,0,2013,77219,89
1140,Ben Crane,62.0,70.864,281.0,60.94,63.98,0.024,0.175,0.199,2,0,2013,796947,369
1141,Ben Curtis,59.0,71.531,274.9,60.55,63.84,0.211,-0.458,-0.248,0,0,2013,372543,251
1142,Ben Kohles,75.0,71.488,279.0,67.78,65.26,0.051,-0.509,-0.459,1,0,2013,419416,286
1143,Bill Haas,85.0,70.023,288.2,62.31,67.79,0.266,0.999,1.265,9,1,2013,3475563,573
1144,Billy Horschel,96.0,70.244,293.8,64.17,67.48,0.381,0.275,0.656,8,1,2013,3501703,728
1145,Bo Van Pelt,72.0,71.08,285.9,63.8,65.63,-0.181,0.111,-0.07,1,0,2013,956629,612
1146,Bob Estes,66.0,70.361,285.0,63.11,64.9,0.335,0.424,0.759,2,0,2013,769717,688
1147,Bobby Gates,49.0,72.59,296.2,51.59,62.84,0.011,-1.408,-1.398,1,0,2013,320248,144
1148,Boo Weekley,100.0,70.611,290.9,66.36,69.39,-0.676,0.774,0.099,4,1,2013,2786662,455
1149,Brad Fritsch,81.0,71.085,297.0,58.06,66.59,-0.212,0.166,-0.046,1,0,2013,452184,350
1150,Brandt Jobe,62.0,71.175,292.1,64.78,66.0,-0.002,0.123,0.121,0,0,2013,309105,283
1151,Brandt Snedeker,79.0,69.791,281.3,62.57,65.68,0.692,0.449,1.141,9,2,2013,5318087,853
1152,Brendan Steele,86.0,71.053,290.7,61.56,65.99,0.028,-0.005,0.023,2,0,2013,1004161,876
1153,Brendon de Jonge,110.0,70.154,286.3,66.28,68.84,0.03,0.725,0.756,4,0,2013,1795244,503
1154,Brian Davis,91.0,70.69,278.8,68.61,62.15,0.232,0.458,0.689,4,0,2013,1221524,1224
1155,Brian Gay,79.0,71.16,275.1,64.79,56.68,0.428,-0.694,-0.266,1,1,2013,1426017,1099
1156,Brian Harman,89.0,71.29,287.5,60.64,62.61,0.147,-0.443,-0.296,2,0,2013,909759,578
1157,Brian Stuard,78.0,70.869,281.8,65.99,65.77,0.067,-0.135,-0.068,4,0,2013,1032028,598
1158,Bryce Molder,82.0,70.52,273.8,65.95,63.68,0.594,-0.09,0.504,0,0,2013,816922,979
1159,Bubba Watson,76.0,70.276,303.7,58.73,69.41,-0.096,1.164,1.069,3,0,2013,1759276,1365
1160,Bud Cauley,67.0,71.445,287.5,59.16,63.76,-0.57,0.323,-0.247,0,0,2013,443698,343
1161,Cameron Percy,68.0,71.106,293.6,59.28,65.74,0.121,-0.288,-0.167,0,0,2013,277336,230
1162,Cameron Tringale,80.0,70.724,287.2,62.89,67.01,0.104,0.239,0.343,1,0,2013,971209,726
1163,Camilo Villegas,79.0,70.586,291.8,58.56,66.74,-0.149,0.608,0.458,2,0,2013,709677,695
1164,Carl Pettersson,82.0,71.273,290.2,59.43,62.22,-0.028,-0.101,-0.129,1,0,2013,738143,516
1165,Casey Wittenberg,72.0,71.659,280.5,54.61,62.14,0.254,-0.874,-0.62,1,0,2013,425395,199
1166,Chad Campbell,78.0,71.234,288.9,60.7,67.03,-0.249,0.205,-0.044,1,0,2013,510661,330
1167,Charl Schwartzel,69.0,69.651,296.1,59.87,65.85,0.301,0.967,1.268,5,0,2013,2256723,490
1168,Charles Howell III,87.0,70.272,294.8,53.11,66.73,0.438,0.424,0.862,5,0,2013,1877389,1398
1169,Charley Hoffman,84.0,70.497,294.0,59.57,65.48,0.128,0.45,0.578,5,0,2013,1582423,1016
1170,Charlie Beljan,62.0,71.839,295.4,59.86,64.61,-0.205,-0.32,-0.524,1,0,2013,916229,459
1171,Charlie Wi,75.0,71.174,282.1,63.02,60.56,0.176,-0.427,-0.251,1,0,2013,656672,401
1172,Chez Reavie,72.0,70.6,282.8,70.29,66.74,-0.009,0.383,0.375,0,0,2013,590925,439
1173,Chris Kirk,89.0,70.206,289.0,59.65,65.92,0.456,0.506,0.962,3,0,2013,1728616,1399
1174,Chris Stroud,88.0,70.546,277.0,62.4,64.33,0.34,0.276,0.616,4,0,2013,1602122,1245
1175,Colt Knost,69.0,72.264,271.7,66.48,61.71,0.435,-1.714,-1.279,0,0,2013,176710,130
1176,D.A. Points,87.0,71.116,281.1,63.48,62.77,-0.161,0.16,0.0,3,1,2013,2658887,453
1177,D.H. Lee,65.0,71.187,280.9,66.23,65.98,0.037,-0.213,-0.176,3,0,2013,882793,432
1178,D.J. Trahan,48.0,71.429,293.4,63.54,67.87,-0.247,-0.285,-0.531,1,0,2013,284249,169
1179,Daniel Summerhays,83.0,70.813,285.7,62.08,64.46,0.221,0.232,0.453,4,0,2013,1277886,1307
1180,Darron Stiles,51.0,71.947,275.1,67.64,62.24,-0.427,-0.484,-0.912,0,0,2013,184866,125
1181,David Hearn,88.0,70.738,279.7,62.08,64.71,0.484,-0.139,0.345,2,0,2013,1171515,1105
1182,David Lingmerth,68.0,70.996,285.8,64.87,63.24,-0.009,0.024,0.015,3,0,2013,1748109,806
1183,David Lynn,70.0,71.016,277.9,59.27,62.48,0.432,-0.071,0.361,2,0,2013,1633253,1204
1184,David Mathis,71.0,72.222,280.6,62.42,63.6,-0.448,-0.701,-1.149,1,0,2013,274477,197
1185,David Toms,49.0,71.134,277.4,66.5,63.64,-0.379,-0.301,-0.679,1,0,2013,646161,326
1186,Derek Ernst,58.0,72.271,291.5,60.49,63.89,-0.216,-0.859,-1.075,1,1,2013,1330856,598
1187,Dicky Pride,71.0,71.293,274.8,65.24,64.43,-0.011,-0.35,-0.361,2,0,2013,495390,293
1188,Doug LaBelle II,72.0,71.317,280.1,67.42,64.37,0.545,-0.932,-0.386,0,0,2013,338921,290
1189,Dustin Johnson,71.0,70.115,305.8,53.36,66.75,-0.101,0.906,0.805,6,1,2013,2963214,760
1190,Erik Compton,74.0,71.011,292.7,56.89,65.09,0.234,-0.427,-0.193,1,0,2013,651660,547
1191,Ernie Els,63.0,70.491,289.6,57.72,61.74,-0.136,0.444,0.308,1,0,2013,1173761,918
1192,FabiÃ¡n GÃ³mez,65.0,71.33,289.5,61.88,64.1,0.124,-0.372,-0.248,1,0,2013,586942,339
1193,Freddie Jacobson,63.0,70.108,287.3,56.26,61.67,0.449,0.626,1.075,3,0,2013,1236722,821
1194,Gary Woodland,94.0,70.733,303.8,57.6,66.98,0.062,0.397,0.459,2,1,2013,1915732,603
1195,Geoff Ogilvy,57.0,71.588,285.1,60.94,62.18,-0.337,-0.311,-0.649,1,0,2013,892920,522
1196,George McNeill,68.0,70.876,286.0,65.62,65.28,-0.028,0.213,0.185,0,0,2013,500798,524
1197,Graeme McDowell,53.0,70.503,277.5,68.51,62.7,0.136,0.407,0.543,4,1,2013,2174595,1116
1198,Graham DeLaet,94.0,70.089,298.6,65.8,70.51,0.1,0.969,1.069,7,0,2013,2834900,1415
1199,Greg Chalmers,77.0,71.228,276.8,62.8,61.64,0.857,-0.89,-0.033,2,0,2013,632283,558
1200,Greg Owen,73.0,71.554,292.8,59.76,65.73,-0.669,0.054,-0.615,0,0,2013,442198,336
1201,Harris English,95.0,70.438,295.2,58.65,66.02,0.477,0.136,0.613,4,1,2013,2201167,1442
1202,Henrik Norlander,70.0,71.36,295.0,60.13,67.4,-0.16,-0.094,-0.254,0,0,2013,401958,229
1203,Henrik Stenson,65.0,69.248,290.9,70.09,71.96,0.004,1.614,1.618,8,2,2013,6388230,4750
1204,Hunter Mahan,91.0,70.106,290.0,66.61,67.58,0.382,0.752,1.134,5,0,2013,3036164,653
1205,Ian Poulter,59.0,70.382,281.7,62.42,63.52,0.177,0.337,0.514,4,0,2013,1723463,1133
1206,J.J. Henry,83.0,70.992,284.7,64.93,67.97,0.146,-0.074,0.072,2,0,2013,761861,516
1207,James Driscoll,76.0,70.888,287.1,53.89,63.81,0.65,-0.261,0.389,2,0,2013,821101,524
1208,James Hahn,78.0,71.222,293.3,58.58,64.71,0.002,-0.07,-0.067,2,0,2013,853507,480
1209,Jason Bohn,70.0,71.101,276.3,65.74,64.44,0.185,-0.217,-0.033,2,0,2013,739030,454
1210,Jason Day,86.0,69.732,299.3,58.03,64.93,0.37,0.606,0.976,7,0,2013,3625030,698
1211,Jason Dufner,78.0,69.912,285.9,64.81,67.53,-0.231,0.812,0.581,5,1,2013,3132268,685
1212,Jason Kokrak,78.0,70.924,303.2,53.17,65.67,-0.119,0.309,0.19,4,0,2013,1267525,1013
1213,Jeff Maggert,63.0,71.208,277.6,68.83,66.58,-0.316,0.049,-0.267,2,0,2013,1022331,453
1214,Jeff Overton,78.0,70.863,292.4,57.83,64.89,0.315,0.011,0.327,2,0,2013,721723,506
1215,Jerry Kelly,75.0,70.522,273.2,71.81,65.41,0.198,0.394,0.592,2,0,2013,832407,650
1216,Jim Furyk,80.0,69.828,275.3,70.47,68.3,0.092,1.297,1.389,7,0,2013,3204779,758
1217,Jim Herman,59.0,71.045,299.2,62.71,67.98,-0.229,0.282,0.053,2,0,2013,490756,325
1218,Jimmy Walker,84.0,70.332,298.5,52.18,66.07,0.276,0.654,0.93,5,0,2013,2117570,1388
1219,Jin Park,52.0,71.777,273.2,68.82,63.44,-0.027,-0.485,-0.512,0,0,2013,136457,125
1220,John Huh,88.0,70.758,282.0,68.53,66.6,-0.227,0.525,0.298,2,0,2013,1529482,1279
1221,John Merrick,79.0,70.736,284.3,60.51,66.53,0.063,0.454,0.517,2,1,2013,1969478,1331
1222,John Rollins,77.0,70.779,295.6,58.56,67.43,-0.243,0.47,0.227,2,0,2013,1164049,696
1223,John Senden,79.0,70.97,289.3,60.57,65.95,-0.138,0.216,0.078,0,0,2013,667027,498
1224,Johnson Wagner,64.0,72.013,278.6,58.69,64.35,0.271,-1.217,-0.946,2,0,2013,801955,430
1225,Jonas Blixt,76.0,71.11,283.7,56.54,60.89,0.312,-0.715,-0.403,2,1,2013,2027517,1135
1226,Jordan Spieth,82.0,69.668,289.4,67.8,66.94,0.182,1.291,1.473,9,1,2013,3879820,1690
1227,Josh Teater,86.0,70.904,293.7,60.77,66.53,0.022,0.316,0.338,3,0,2013,1332652,726
1228,Justin Bolli,59.0,72.034,279.1,61.36,61.11,0.038,-1.27,-1.232,2,0,2013,545187,278
1229,Justin Hicks,79.0,71.138,280.0,69.61,68.59,-0.219,0.08,-0.139,1,0,2013,732742,451
1230,Justin Leonard,86.0,70.863,276.3,64.36,63.11,0.348,-0.233,0.115,1,0,2013,694139,644
1231,Justin Rose,62.0,69.225,296.6,63.57,68.89,-0.188,1.912,1.723,7,1,2013,4146148,1300
1232,K.J. Choi,85.0,70.322,278.3,66.04,65.87,0.337,0.508,0.845,2,0,2013,973751,816
1233,Keegan Bradley,88.0,69.724,300.6,62.82,66.54,0.25,1.153,1.403,7,0,2013,3636813,693
1234,Ken Duke,87.0,71.025,275.1,69.28,63.09,-0.026,-0.04,-0.065,2,1,2013,1722583,930
1235,Kevin Chappell,80.0,70.927,292.9,61.52,66.11,-0.338,0.722,0.384,3,0,2013,1589839,1237
1236,Kevin Stadler,83.0,70.632,289.8,64.21,68.92,-0.284,0.751,0.467,3,0,2013,1281177,1412
1237,Kevin Streelman,86.0,70.267,287.5,67.25,66.41,0.246,0.611,0.858,5,1,2013,3088284,553
1238,Kyle Stanley,71.0,71.842,298.1,59.54,67.37,-0.683,0.351,-0.332,3,0,2013,1462943,759
1239,Lee Westwood,70.0,70.158,290.3,62.59,65.22,-0.484,1.088,0.604,6,0,2013,2081731,1291
1240,Lee Williams,62.0,71.792,275.6,59.76,61.67,-0.427,-0.364,-0.79,0,0,2013,133755,134
1241,Lucas Glover,65.0,71.577,293.7,61.62,66.41,-0.851,0.765,-0.086,2,0,2013,747812,454
1242,Luke Donald,60.0,69.793,278.1,62.87,62.16,0.528,0.752,1.279,5,0,2013,1930646,483
1243,Luke Guthrie,82.0,71.139,283.5,61.24,63.62,-0.205,0.219,0.015,2,0,2013,991902,607
1244,Luke List,65.0,72.444,306.3,45.58,62.39,-0.267,-1.077,-1.344,0,0,2013,264401,202
1245,Marc Leishman,77.0,70.532,286.6,58.77,65.08,0.08,0.237,0.318,4,0,2013,1491359,1071
1246,Mark Wilson,56.0,70.916,278.0,70.74,66.24,-0.21,0.51,0.3,3,0,2013,913730,476
1247,Martin Flores,83.0,70.676,300.4,53.67,65.53,0.08,0.346,0.426,2,0,2013,805597,630
1248,Martin Kaymer,61.0,70.559,288.4,61.36,64.85,0.137,-0.003,0.135,3,0,2013,882937,679
1249,Martin Laird,68.0,71.029,293.4,60.78,63.64,-0.127,0.136,0.009,2,1,2013,1755393,814
1250,Matt Every,89.0,71.023,288.1,58.94,65.54,-0.092,0.385,0.293,4,0,2013,1188867,1097
1251,Matt Jones,83.0,70.245,292.3,64.74,66.0,0.145,0.74,0.885,5,0,2013,1724707,1419
1252,Matt Kuchar,93.0,69.561,284.9,58.93,65.84,0.398,0.999,1.398,8,2,2013,5616808,1823
1253,Michael Bradley,56.0,72.345,285.3,55.46,66.13,-0.45,-0.869,-1.319,0,0,2013,79107,74
1254,Michael Thompson,66.0,71.298,279.4,61.39,61.78,-0.12,-0.391,-0.511,3,1,2013,1707637,938
1255,Mike Weir,60.0,71.643,270.5,55.07,56.9,0.288,-1.059,-0.771,0,0,2013,194510,173
1256,Morgan Hoffmann,64.0,70.613,295.4,57.72,64.67,0.193,0.125,0.318,3,0,2013,871003,444
1257,Nicholas Thompson,99.0,70.92,291.6,64.74,67.85,-0.281,0.505,0.225,2,0,2013,959434,1043
1258,Nick Watney,88.0,70.78,291.2,62.4,68.48,0.006,0.506,0.512,4,0,2013,2477639,738
1259,Nicolas Colsaerts,50.0,71.088,305.7,53.8,66.78,-0.579,0.311,-0.268,3,0,2013,720164,353
1260,Padraig Harrington,52.0,71.017,288.3,58.39,60.88,-0.131,0.042,-0.089,3,0,2013,711244,345
1261,Pat Perez,69.0,70.835,290.1,61.35,67.87,-0.039,0.323,0.284,4,0,2013,974800,549
1262,Patrick Reed,83.0,70.807,292.0,56.13,63.79,0.35,-0.227,0.122,5,1,2013,1961519,1125
1263,Peter Hanson,45.0,70.368,295.3,56.31,61.24,0.484,0.024,0.508,1,0,2013,610178,356
1264,Phil Mickelson,78.0,69.742,287.9,57.3,66.67,0.661,0.775,1.436,7,2,2013,5495793,1313
1265,Richard Lee,81.0,70.912,279.1,66.95,66.52,0.564,-0.251,0.313,2,0,2013,920836,569
1266,Rickie Fowler,75.0,70.212,286.4,62.27,63.59,0.425,0.358,0.783,5,0,2013,1816742,1334
1267,Ricky Barnes,74.0,71.341,289.4,60.31,70.48,-0.584,0.306,-0.278,0,0,2013,553878,342
1268,Robert Allenby,58.0,72.056,284.9,57.87,62.4,-0.337,-0.522,-0.859,1,0,2013,204272,129
1269,Robert Garrigus,69.0,71.058,302.4,55.37,66.15,-0.437,0.553,0.116,2,0,2013,1132355,601
1270,Robert Karlsson,56.0,71.482,287.2,60.19,63.14,-0.337,0.051,-0.286,1,0,2013,444238,236
1271,Robert Streb,75.0,71.089,297.7,59.57,65.57,0.0,-0.231,-0.231,0,0,2013,454871,359
1272,Roberto Castro,97.0,70.494,282.3,67.36,67.3,-0.465,0.931,0.466,4,0,2013,2154898,645
1273,Rod Pampling,46.0,71.943,282.6,62.35,64.55,-0.564,-0.293,-0.857,0,0,2013,110451,109
1274,Rory McIlroy,56.0,70.288,302.2,57.92,65.45,-0.093,1.077,0.985,5,0,2013,1802443,1190
1275,Rory Sabbatini,86.0,70.511,293.1,59.72,67.75,-0.274,0.743,0.469,5,0,2013,1327822,1230
1276,Russell Henley,80.0,70.57,289.0,64.68,64.25,0.609,0.145,0.754,3,1,2013,2008026,1238
1277,Ryan Moore,72.0,70.825,282.3,68.44,64.32,-0.028,0.377,0.35,3,0,2013,1490265,1185
1278,Ryan Palmer,79.0,70.167,301.5,57.69,66.24,0.333,0.55,0.883,4,0,2013,1521592,823
1279,Ryo Ishikawa,72.0,71.515,291.3,55.48,66.03,-0.683,0.136,-0.547,1,0,2013,424541,298
1280,Sangmoon Bae,83.0,71.111,285.3,58.39,63.72,0.371,-0.488,-0.116,2,1,2013,1714640,918
1281,Scott Brown,65.0,71.25,289.5,62.32,64.1,-0.217,0.151,-0.067,1,1,2013,1012142,628
1282,Scott Gardiner,61.0,72.082,288.4,58.52,64.12,-0.33,-0.649,-0.979,0,0,2013,219645,161
1283,Scott Langley,79.0,71.269,278.9,62.45,64.0,0.04,-0.211,-0.171,1,0,2013,590684,426
1284,Scott Piercy,78.0,71.273,298.2,53.57,62.3,-0.184,0.1,-0.083,4,0,2013,1830084,1193
1285,Scott Stallings,79.0,71.135,295.7,58.73,64.63,0.146,-0.381,-0.235,4,0,2013,1622627,991
1286,Sean O'Hair,56.0,72.107,299.7,55.66,62.0,-0.277,-0.745,-1.022,0,0,2013,268614,183
1287,Sergio Garcia,65.0,69.543,291.0,61.28,67.46,0.591,0.928,1.519,6,0,2013,2251139,635
1288,Seung-Yul Noh,71.0,71.625,298.8,51.5,64.26,-0.463,-0.009,-0.472,1,0,2013,391763,226
1289,Shawn Stefani,63.0,71.114,297.2,54.97,63.67,0.338,-0.573,-0.235,2,0,2013,511399,333
1290,Stephen Ames,49.0,71.454,280.7,58.53,61.11,0.713,-1.297,-0.584,0,0,2013,188987,182
1291,Steve LeBrun,66.0,71.551,294.1,60.16,67.47,-0.181,-0.217,-0.398,0,0,2013,337157,270
1292,Steve Stricker,51.0,68.893,283.6,70.65,71.16,0.72,1.474,2.193,8,0,2013,4440532,2650
1293,Steven Bowditch,67.0,71.335,300.2,53.04,61.97,-0.046,-0.283,-0.329,1,0,2013,697775,400
1294,Stewart Cink,71.0,70.633,290.0,57.19,67.76,-0.238,0.654,0.416,3,0,2013,1052712,783
1295,Stuart Appleby,88.0,70.834,284.7,62.53,65.21,0.353,-0.112,0.241,1,0,2013,538333,570
1296,Tag Ridings,69.0,71.162,299.6,53.38,65.81,0.053,-0.224,-0.171,1,0,2013,428922,295
1297,"Ted Potter, Jr.",65.0,70.615,280.3,68.03,64.48,0.247,0.16,0.406,2,0,2013,829770,518
1298,Tiger Woods,61.0,68.944,293.2,62.5,67.59,0.426,1.637,2.064,8,5,2013,8553439,2743
1299,Tim Clark,64.0,70.693,273.9,70.31,62.02,0.058,0.086,0.144,3,0,2013,1355952,703
1300,Tim Herron,45.0,71.479,283.6,52.24,59.75,-0.041,-0.296,-0.338,0,0,2013,302570,190
1301,Tom Gillis,69.0,71.559,286.3,64.75,60.68,0.173,-0.716,-0.543,0,0,2013,345325,264
1302,Tommy Gainey,84.0,71.892,291.0,56.34,61.04,0.089,-0.87,-0.781,1,0,2013,520479,324
1303,Trevor Immelman,73.0,71.491,283.6,61.19,66.51,-0.365,0.074,-0.291,1,0,2013,360549,295
1304,Troy Matteson,68.0,71.889,294.1,55.39,64.81,0.003,-0.614,-0.61,0,0,2013,245090,194
1305,Vaughn Taylor,50.0,70.897,289.8,65.32,63.53,0.103,-0.141,-0.038,1,0,2013,399286,246
1306,Vijay Singh,61.0,70.995,288.1,62.31,69.13,-0.876,0.851,-0.025,0,0,2013,309351,291
1307,Webb Simpson,92.0,69.783,285.4,63.3,66.67,0.313,0.958,1.271,5,0,2013,2957582,1050
1308,Will Claxton,67.0,71.889,284.9,62.8,65.7,-0.709,-0.095,-0.804,0,0,2013,206722,186
1309,William McGirt,75.0,71.0,281.8,62.3,65.33,0.229,-0.161,0.068,2,0,2013,867384,533
1310,Y.E. Yang,56.0,71.348,286.7,62.79,62.7,-0.069,-0.504,-0.573,0,0,2013,259118,182
1311,Zach Johnson,84.0,70.073,278.8,69.68,68.14,0.365,0.479,0.844,8,1,2013,4044509,2238
1312,Ã?ngel Cabrera,73.0,70.897,294.0,56.19,64.99,0.069,-0.006,0.063,2,0,2013,1791183,956
1313,Aaron Baddeley,74.0,70.796,293.8,52.29,59.8,0.872,-0.828,0.044,2,0,2014,942559,528
1314,Adam Scott,68.0,69.205,303.5,61.51,68.79,0.22,1.5,1.72,10,1,2014,4098588,835
1315,Andres Romero,81.0,70.852,294.6,54.79,60.53,0.353,-0.207,0.145,1,0,2014,782184,655
1316,Andrew Loupe,65.0,71.142,308.0,50.0,63.11,0.35,-0.485,-0.136,1,0,2014,563121,380
1317,Andrew Svoboda,77.0,70.713,287.4,66.14,68.11,-0.026,0.37,0.344,2,0,2014,1168073,702
1318,Ben Crane,81.0,70.954,279.0,66.4,63.44,0.138,-0.29,-0.152,2,1,2014,1534634,1199
1319,Ben Curtis,77.0,71.354,279.5,64.8,62.63,0.4,-0.616,-0.216,1,0,2014,625515,406
1320,Ben Martin,80.0,70.732,291.7,64.34,66.04,0.291,0.13,0.421,3,0,2014,1482836,899
1321,Bill Haas,107.0,70.132,291.9,62.94,68.62,0.147,0.943,1.09,5,0,2014,2841521,655
1322,Billy Horschel,92.0,70.521,291.6,67.04,70.43,0.22,0.518,0.738,5,2,2014,4814787,4750
1323,Billy Hurley III,86.0,70.696,276.7,70.44,65.89,0.039,0.27,0.309,4,0,2014,1145299,685
1324,Bo Van Pelt,83.0,70.827,291.3,62.83,68.61,-0.053,0.431,0.378,1,0,2014,982218,866
1325,Boo Weekley,73.0,71.307,288.3,69.57,68.06,-1.152,0.875,-0.277,1,0,2014,832673,536
1326,Brad Fritsch,50.0,70.888,294.4,60.24,65.05,-0.05,0.11,0.06,3,0,2014,568391,322
1327,Brandt Snedeker,89.0,70.671,285.6,63.7,63.28,0.326,0.318,0.644,3,0,2014,1652380,812
1328,Brendan Steele,89.0,70.798,298.9,59.51,66.47,0.121,0.398,0.519,4,0,2014,1359890,881
1329,Brendon Todd,108.0,70.049,280.3,64.85,63.99,0.664,0.129,0.793,7,1,2014,3396747,508
1330,Brendon de Jonge,109.0,70.801,287.9,67.87,64.48,-0.032,0.256,0.224,2,0,2014,1171395,762
1331,Brian Davis,93.0,71.232,278.2,67.23,61.47,0.145,-0.085,0.061,0,0,2014,842539,538
1332,Brian Gay,81.0,71.493,271.6,61.99,59.21,0.268,-0.733,-0.465,1,0,2014,605368,375
1333,Brian Harman,111.0,70.391,289.0,60.96,64.26,0.113,0.403,0.515,6,1,2014,2414334,1571
1334,Brian Stuard,91.0,70.549,283.4,66.14,63.86,0.283,0.042,0.326,4,0,2014,1852531,1315
1335,Brice Garnett,92.0,71.039,289.3,58.91,65.15,0.109,-0.255,-0.147,1,0,2014,617805,488
1336,Briny Baird,50.0,71.679,281.6,63.7,63.44,-0.156,-0.419,-0.575,1,0,2014,616316,366
1337,Bronson La'Cassie,51.0,71.772,284.9,59.76,61.35,-0.088,-0.431,-0.519,0,0,2014,160632,128
1338,Bryce Molder,77.0,71.112,278.7,59.49,63.93,0.249,-0.482,-0.233,2,0,2014,828605,565
1339,Bubba Watson,76.0,69.712,314.3,60.47,67.96,-0.05,1.402,1.352,8,2,2014,6336978,2285
1340,Bud Cauley,56.0,71.06,293.4,57.54,67.46,-0.389,0.284,-0.105,1,0,2014,647886,357
1341,Cameron Tringale,111.0,70.63,282.9,63.87,66.77,0.107,0.56,0.668,3,0,2014,2169723,600
1342,Camilo Villegas,95.0,70.716,292.5,59.95,66.96,0.0,0.316,0.315,1,1,2014,1642124,1342
1343,Carl Pettersson,91.0,70.52,295.5,58.79,66.67,-0.138,0.397,0.259,4,0,2014,1348393,1173
1344,Chad Campbell,57.0,70.59,287.8,65.36,72.43,-0.434,0.709,0.275,1,0,2014,470798,317
1345,Chad Collins,78.0,71.315,275.4,59.67,59.98,0.438,-0.884,-0.446,1,0,2014,408434,295
1346,Charl Schwartzel,64.0,69.671,297.8,59.45,63.53,0.055,1.286,1.341,5,0,2014,1997482,1405
1347,Charles Howell III,106.0,70.134,304.1,52.77,67.66,0.037,0.717,0.755,6,0,2014,1997044,1592
1348,Charley Hoffman,93.0,70.464,299.2,58.69,67.08,0.266,0.691,0.956,5,0,2014,1977296,1291
1349,Charlie Beljan,76.0,71.28,303.8,59.02,65.2,-0.231,-0.058,-0.289,1,0,2014,712652,409
1350,Charlie Wi,72.0,71.067,281.0,57.74,60.87,0.112,-0.221,-0.108,0,0,2014,384796,329
1351,Chesson Hadley,84.0,71.212,290.6,57.01,63.03,0.041,-0.18,-0.14,4,1,2014,1703316,1338
1352,Chris Kirk,105.0,70.15,291.0,62.78,63.46,0.374,0.489,0.862,5,2,2014,4854777,3100
1353,Chris Stroud,88.0,70.476,285.8,63.93,65.21,0.182,0.236,0.418,4,0,2014,1826399,1344
1354,D.A. Points,75.0,72.239,284.5,62.56,62.71,-0.344,-0.753,-1.097,0,0,2014,364653,206
1355,D.H. Lee,54.0,71.914,276.2,66.47,59.89,0.024,-0.82,-0.796,0,0,2014,138642,94
1356,Daniel Summerhays,98.0,70.566,282.2,66.3,66.89,0.492,0.184,0.675,2,0,2014,1509543,1242
1357,Danny Lee,84.0,70.802,284.2,65.05,64.44,0.141,-0.123,0.018,1,0,2014,781295,800
1358,David Hearn,97.0,70.83,279.1,67.48,66.38,0.315,0.136,0.451,3,0,2014,1138324,930
1359,David Lingmerth,80.0,71.469,289.8,59.83,63.3,-0.087,-0.22,-0.307,2,0,2014,676661,391
1360,David Toms,64.0,70.35,275.1,75.49,68.73,0.055,0.405,0.46,2,0,2014,801355,502
1361,Davis Love III,74.0,71.364,296.3,59.04,64.51,-0.361,-0.056,-0.418,0,0,2014,284800,253
1362,Derek Ernst,80.0,72.593,297.0,64.41,63.52,-0.558,-0.798,-1.356,0,0,2014,305654,218
1363,Dustin Johnson,58.0,69.546,311.0,57.18,68.03,0.082,1.249,1.331,7,1,2014,4249180,210
1364,Erik Compton,88.0,70.829,283.3,58.48,63.07,0.282,-0.259,0.023,3,0,2014,1796143,1117
1365,Ernie Els,85.0,70.736,291.2,53.26,61.6,-0.171,0.654,0.483,3,0,2014,1799569,1467
1366,Freddie Jacobson,91.0,70.604,284.6,59.35,62.58,0.704,-0.293,0.411,4,0,2014,1901789,1068
1367,Gary Woodland,93.0,70.249,304.1,59.49,66.55,-0.149,1.049,0.9,5,0,2014,2734153,595
1368,Geoff Ogilvy,84.0,71.422,292.5,58.51,64.51,-0.331,-0.032,-0.363,2,1,2014,1809632,470
1369,George McNeill,79.0,70.248,286.1,62.22,66.17,0.271,0.528,0.799,4,0,2014,2014357,1352
1370,Gonzalo Fernandez-CastaÃ±o,83.0,71.294,288.1,59.93,60.84,-0.12,-0.092,-0.211,1,0,2014,926493,863
1371,Graeme McDowell,66.0,69.642,278.0,69.2,65.77,0.882,0.289,1.171,8,0,2014,2077387,1256
1372,Graham DeLaet,80.0,69.943,303.4,62.07,70.68,-0.093,1.262,1.168,7,0,2014,2616518,1553
1373,Greg Chalmers,85.0,71.251,280.7,58.51,59.88,0.856,-0.989,-0.133,1,0,2014,578979,402
1374,Harris English,95.0,70.094,299.2,59.95,68.36,-0.028,0.706,0.677,7,1,2014,2947322,1662
1375,Heath Slocum,71.0,70.737,277.8,72.41,67.31,-0.078,0.327,0.249,1,0,2014,566167,419
1376,Henrik Stenson,56.0,70.166,293.2,68.78,69.03,-0.17,1.162,0.992,3,0,2014,1894235,1315
1377,Hideki Matsuyama,82.0,70.083,294.8,61.52,64.03,-0.393,1.545,1.152,4,1,2014,2837477,475
